source_id,city,area,layer,dimension,source_type,title,url,author_or_org,published_date,accessed_date,language,relevance,confidence,notes
S-CMI-029,chiang_mai,mae_rim,child_activity,nature,blog,Queen Sirikit Botanic Garden Family,https://chiangmaifamilyguide.com/queen-sirikit-botanic-garden/,Chiang Mai Family Guide,2025,2026-05-28,en,med,med,Trails greenhouses canopy walkway
S-CMI-030,chiang_mai,don_kaeo,child_activity,nature,review,Huay Tung Tao Lake,https://www.tripadvisor.com/Attraction_Review-g3814839-d1746055-Reviews-or10-Huai_Tueng_Thao-Don_Kaeo.html,TripAdvisor,2025,2026-05-28,en,med,med,Family lake 20 min; swan boats
S-CMI-031,chiang_mai,doi_inthanon,child_activity,nature,blog,Doi Inthanon stroller Royal Pagodas,https://www.familycantravel.com/chiang-mai-thailand-with-kids/,Family Can Travel,2025,2026-05-28,en,med,med,Royal Pagodas Loop paved stroller-ok
S-CMI-032,chiang_mai,hang_dong,community,worldschool,hub,Beaver Club TruePath Worldschooling Hub,https://www.chiangmaikidsclub.com/worldschooling-hub-chiangmai,Beaver Club,2025,2026-05-28,en,high,high,Ages 3-18 flexible; 12.6-18.6k THB/mo
S-CMI-033,chiang_mai,all,community,worldschool,blog,Worldschooling hubs CM listed,https://worldtravelfamily.com/worldschooling-hubs-groups-and-meet-ups/,World Travel Family,2025,2026-05-28,en,med,med,CM top worldschooling hub in Asia
S-CMI-034,chiang_mai,all,community,facebook,fb_group,CHIANG MAI EXPATS group,https://www.facebook.com/groups/chiangmaiexpat/,Facebook,2026,2026-05-28,en,med,low,no fetch login wall
S-CMI-035,chiang_mai,all,community,facebook,fb_group,Worldschoolers in Thailand,https://www.facebook.com/groups/worldschoolersinthailand/,Facebook,2026,2026-05-28,en,med,low,no fetch
S-CMI-036,chiang_mai,all,mobility,carseat,blog,Book Taxi with Child Car Seat Thailand,https://www.taxibambino.com/single-post/how-to-book-a-taxi-with-child-car-seat-in-thailand,Taxi Bambino,2025,2026-05-28,en,high,med,Few taxi/Grab have seats; Taxi Bambino CM
S-CMI-037,chiang_mai,all,mobility,songthaew,local,Chiang Mai Public Transport Songthaew,https://www.chiangmaitraveller.com/chiang-mai-public-transport-songthaew/,Chiang Mai Traveller,2025,2026-05-28,en,high,high,20-100 THB; no seatbelts; Grab RodDaeng
S-CMI-038,chiang_mai,all,mobility,carseat,blog,Get around with a child in Thailand,https://kidsroamtheglobe.com/get-around-with-a-child-in-thailand/,Kids Roam the Globe,2025,2026-05-28,en,high,med,Bring own seat; Indrive better for families
S-CMI-039,chiang_mai,all,mobility,songthaew,blog,Getting around Chiang Mai with kids,https://www.taxibambino.com/single-post/getting-around-in-chiang-mai-with-kids-a-family-friendly-guide,Taxi Bambino,2025,2026-05-28,en,med,med,Songthaew strollers ok but no belts
S-CMI-040,chiang_mai,all,mobility,walking,forum,Is Chiang Mai stroller-friendly,https://www.tripadvisor.com/ShowTopic-g293917-i9325-k8852340-Is_Chiang_Mai_stroller_friendly-Chiang_Mai.html,TripAdvisor Forum,2024,2026-05-28,en,med,med,Sidewalks uneven; Nimman better
S-CMI-041,chiang_mai,all,life_op,grocery,directory,Rimping Supermarket Chiang Mai,https://expatsthai.com/directory/rimping,ExpatsThai,2025,2026-05-28,en,high,med,Kad Farang Mae Rim; Mahidol; Maya; imported foods
S-CMI-042,chiang_mai,all,life_op,grocery,blog,Chiang Mai supermarket international food,https://smilingpassport.com/chiang-mai-guide-supermarket-for-international-food/,Smiling Passport,2025,2026-05-28,en,med,med,Tops in Central Fest/KSK; Rimping in Maya
S-CMI-043,chiang_mai,all,life_op,laundry,service,WashDrop Laundry Chiang Mai,https://www.washdrop.com/laundry-chiang-mai/,WashDrop,2025,2026-05-28,en,med,med,Free pickup 25-50 THB/kg
S-CMI-044,chiang_mai,all,life_op,laundry,service,Em's Laundry Chiang Mai,https://www.chiangmailaundry.com/,Em's Laundry,2025,2026-05-28,en,med,med,Same day 90 THB/kg
S-CMI-045,chiang_mai,all,life_op,baby_supplies,blog,Thailand with a baby formula diapers,https://thebackpackingfamily.com/traveling-thailand-with-a-baby-things-you-must-know/,The Backpacking Family,2024,2026-05-28,en,med,med,Available 7-11 Tesco Big C
S-CMI-046,chiang_mai,all,community,burning,blog,Survivor Guide Chiang Mai Smoky Season,https://iglu.net/survivor-guide-chiang-mai-smoky-season/,Iglu,2025,2026-05-28,en,high,med,Expats leave 1-3 months in peak
S-CMI-047,chiang_mai,all,community,burning,blog,10 Places to Escape Burning Season,https://www.tielandtothailand.com/10-places-escape-during-northern-thailands-burning-season/,Tieland to Thailand,2025,2026-05-28,en,high,med,Phuket Krabi Koh Lanta Samui Phangan
S-CMI-048,chiang_mai,all,hard_constraints,rabies,local,Stray Dogs in Chiang Mai Thailand,https://chiangmai.care/stray-dogs-in-chiang-mai-thailand/,Chiang Mai Care,2024,2026-05-28,en,med,med,Up to 300k strays CM; risk to children
S-CMI-049,chiang_mai,all,hard_constraints,rabies,blog,Rabies in Thailand Facts Fiction,https://www.chiangmaicitylife.com/clg/living/health-wellness/rabies-thailand/,Chiang Mai Citylife,2024,2026-05-28,en,med,med,Pre-exposure vaccine for long-stay
S-CMI-050,chiang_mai,hang_dong,child_activity,structured,blog,Kids classes camps Chiang Mai,https://chiangmaifamilyguide.com/kids-classes-and-camps-chiang-mai/,Chiang Mai Family Guide,2025,2026-05-28,en,med,med,Dance music art cooking sport
S-CMI-051,chiang_mai,mae_rim,child_activity,elephant,blog,Chiang Mai Elephant Nature Park with Kids,https://www.familycantravel.com/chiang-mai-elephant-nature-park-with-kids/,Family Can Travel,2024,2026-05-28,en,med,med,Ethical no riding; age 4+
S-CMI-052,chiang_mai,all,child_activity,park,local,Kid-Friendly CM Cafes Parks Playgrounds,https://cnxlocal.com/kid-friendly-cafes-parks-and-playgrounds-in-chiang-mai/,CNX Local,2025,2026-05-28,en,high,med,Family cafes and playgrounds list
S-CMI-053,chiang_mai,all,community,family,blog,Chiang Mai family vacation toddlers,https://www.marquitastravels.com/chiang-mai-with-kids/,Marquita's Travels,2024,2026-05-28,en,med,med,Songthaew with stroller worked family-of-5
S-CMI-054,chiang_mai,all,community,family,blog,Cook eat wander CM with kids,https://www.learnersandmakers.com/is-chiang-mai-worth-visiting/,Learners and Makers,2025,2026-05-28,en,med,med,Worth visit but busy/crowded
S-CMI-055,chiang_mai,all,community,family,reference,Things to do with kids Chiang Mai Lonely Planet,https://www.lonelyplanet.com/articles/things-to-do-with-kids-in-chiang-mai,Lonely Planet,2024,2026-05-28,en,med,high,Wat Chedi Luang stroller-friendly; carrier preferred
S-CMI-056,chiang_mai,hang_dong,child_activity,park,blog,Royal Park Rajapruek family review,https://chiangmaifamilyguide.com/royal-park-rajapruek/,Chiang Mai Family Guide,2024,2026-05-28,en,med,med,Tram every 15 min; bike rental
S-CMI-057,chiang_mai,all,life_op,water_park,blog,Grand Canyon Tube Trek water parks,https://onaplaneagain.com/things-to-do-chiang-mai-with-kids/,On a Plane Again,2024,2026-05-28,en,med,med,Water parks lifeguards slides
S-CMI-058,chiang_mai,all,community,family,blog,Is Chiang Mai Safe for Families 2026,https://www.shinyvisa.com/is-chiang-mai-safe-for-families-with-young-kids/,ShinyVisa,2026,2026-05-28,en,med,low,Aggregated safety overview
